bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,clean_description,processed_text
555419,Libraries referenced by the system model are lost in the subsystem model,Polarsys,Capella,System2Subsystem,PC,Windows 10,CLOSED,DUPLICATE,P3,major,libraries referenced by the system model are lost in the subsystem model,library reference system model lose subsystem model
555420,SubSystem transition doesn't complete,Polarsys,Capella,System2Subsystem,PC,Windows 10,RESOLVED,FIXED,P4,major,subsystem transition doesnt complete,subsystem transition do not complete
555421,Selecting the (child) Sub-System model to be the same as the (parent) System model Corrupts the model,Polarsys,Capella,System2Subsystem,PC,Windows 10,CLOSED,MOVED,P3,major,selecting the child subsystem model to be the same as the parent system model corrupts the model,select child subsystem model parent system model corrupt model
555422,Adapt Transition subsystem to 2485,Polarsys,Capella,System2Subsystem,PC,Windows 10,RESOLVED,FIXED,P4,normal,adapt transition subsystem to 2485,adapt transition subsystem
555423,Migrate Functional Chain transition rule due to Assembling Functional Chain enhancement in Capella,Polarsys,Capella,System2Subsystem,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,migrate functional chain transition rule due to assembling functional chain enhancement in capella,migrate functional chain transition rule due assemble functional chain enhancement capella
555424,Issue to transit new sub system with referenced data in libraries,Polarsys,Capella,System2Subsystem,All,All,RESOLVED,FIXED,P3,major,issue to transit new sub system with referenced data in libraries,issue transit new sub system reference datum library
555425,Impossible to perform a vertical transition sa-la-pa if the model receiver is a library,Polarsys,Capella,System2Subsystem,PC,Windows 10,RESOLVED,FIXED,P3,normal,impossible to perform a vertical transition salapa if the model receiver is a library,impossible perform vertical transition salapa model receiver library
555426,Creation of new model via subsystem transition does not work as in local model,Polarsys,Capella,System2Subsystem,PC,All,VERIFIED,FIXED,P3,normal,creation of new model via subsystem transition does not work as in local model,creation new model via subsystem transition work local model
555427,Incremental mode is disabled,Polarsys,Capella,System2Subsystem,PC,Windows 10,RESOLVED,FIXED,P4,normal,incremental mode is disabled,incremental mode disable
555428,AutoTests - Improve auto tests framework,Polarsys,Capella,Test framework,All,All,RESOLVED,FIXED,P3,enhancement,autotests improve auto tests framework,autotest improve auto test framework
555429,Add component for tests/test framework,Polarsys,Capella,Test framework,All,All,RESOLVED,FIXED,P3,enhancement,add component for teststest framework,add component testst framework
555430,Test framework: Headless diagram actions should not be registered unless tests are running,Polarsys,Capella,Test framework,All,All,RESOLVED,FIXED,P3,normal,test framework headless diagram actions should not be registered unless tests are running,test framework headless diagram action register unless test run
555431,Fix loading of Headless Java External Actions,Polarsys,Capella,Test framework,All,All,RESOLVED,FIXED,P4,normal,fix loading of headless java external actions,fix load headless java external action
555432,[test] enhance junit diagram tests,Polarsys,Capella,Test framework,PC,Windows 10,RESOLVED,FIXED,P4,normal,test enhance junit diagram tests,test enhance junit diagram test
555433,Toolbar buttons of Information View are not working when view is reopened,Polarsys,Capella,Test framework,PC,Windows 10,RESOLVED,FIXED,P4,normal,toolbar buttons of information view are not working when view is reopened,toolbar button information view working view reopen
555434,Add layout junits,Polarsys,Capella,Test framework,All,All,VERIFIED,FIXED,P4,normal,add layout junits,add layout junit
555435,SessionContext.getSemanticElement doesn't retrieve elements on fragments,Polarsys,Capella,Test framework,PC,Windows 10,RESOLVED,FIXED,P4,normal,sessioncontextgetsemanticelement doesnt retrieve elements on fragments,sessioncontextgetsemanticelement do not retrieve element fragment
555436,Property view : Browse for Seq Link > FCI Links (business querry),Polarsys,Capella,Test framework,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,property view browse for seq link fci links business querry,property view browse seq link fci link business querry
555437,[tests] Add a junit listener to be able to run Junit through command line,Polarsys,Capella,Test framework,PC,Windows 10,VERIFIED,FIXED,P4,normal,tests add a junit listener to be able to run junit through command line,test add junit listener able run junit command line
555438,Transition between SA toward LA is wrong for Actor having State - Same for other phases,Polarsys,Capella,Transition,All,All,VERIFIED,FIXED,P3,major,transition between sa toward la is wrong for actor having state same for other phases,transition sa toward la wrong actor state phase
555439,[TRANSITIONS] Transition fails when a realized element has a null name,Polarsys,Capella,Transition,All,All,VERIFIED,FIXED,P3,normal,transitions transition fails when a realized element has a null name,transition transition fails realize element null name
555440,StateFragment duplication and StackOverflow on Scenario Transition,Polarsys,Capella,Transition,PC,Windows 10,RESOLVED,FIXED,P4,normal,statefragment duplication and stackoverflow on scenario transition,statefragment duplication stackoverflow scenario transition
555441,Cannot do a state machine transition if its containing Operational Entity is realized by System,Polarsys,Capella,Transition,PC,Windows 10,CLOSED,WORKSFORME,P3,minor,cannot do a state machine transition if its containing operational entity is realized by system,state machine transition contain operational entity realize system
555442,Transition of Operational Actor contained by Operation Entity to system actor,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P3,major,transition of operational actor contained by operation entity to system actor,transition operational actor contain operation entity system actor
555443,Transition on Actor does not include Generalization link,Polarsys,Capella,Transition,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,transition on actor does not include generalization link,transition actor include generalization link
555444,Refinement of Interface Scenario does not work,Polarsys,Capella,Transition,All,All,RESOLVED,FIXED,P3,major,refinement of interface scenario does not work,refinement interface scenario work
555445,Communication links should be traced by CommunicationLinkAllocation instead of TransfoLink during a transition,Polarsys,Capella,Transition,PC,Windows 10,RESOLVED,INVALID,P3,enhancement,communication links should be traced by communicationlinkallocation instead of transfolink during a transition,communication link trace communicationlinkallocation instead transfolink transition
555446,Transition on certain EI does not transit the EI element,Polarsys,Capella,Transition,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,transition on certain ei does not transit the ei element,transition certain ei transit ei element
555447,Update of Communication Links breaks some Links in the target component,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P3,normal,update of communication links breaks some links in the target component,update communication link break link target component
555448,Refinement of Interface Scenario keeps holdingResource references,Polarsys,Capella,Transition,All,All,RESOLVED,FIXED,P2,critical,refinement of interface scenario keeps holdingresource references,refinement interface scenario keep holdingresource reference
555449,Transition not proposed at the right place in Activity Explorer,Polarsys,Capella,Transition,PC,Windows 10,CLOSED,MOVED,P3,normal,transition not proposed at the right place in activity explorer,transition propose right place activity explorer
555450,Stack overflow on functional transition,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P4,blocker,stack overflow on functional transition,stack overflow functional transition
555451,Refactoring of transitions between engineering phases,Polarsys,Capella,Transition,All,All,RESOLVED,FIXED,P4,normal,refactoring of transitions between engineering phases,refactore transition engineering phase
555452,Allow StateMachines to be contained in different types of container -> transitions must work,Polarsys,Capella,Transition,All,All,RESOLVED,FIXED,P3,enhancement,allow statemachines to be contained in different types of container transitions must work,allow statemachine contain different type container transition must work
555453,[M&S] Entry/Exit point icons have a white background,Polarsys,Capella,Transition,PC,Windows 10,RESOLVED,FIXED,P4,normal,ms entryexit point icons have a white background,ms entryexit point icon white background
555454,Capella meta-model enhancements,Polarsys,Capella,Transition,All,All,RESOLVED,FIXED,P4,normal,capella metamodel enhancements,capella metamodel enhancement
555455,ScopedCapellaPreferencesStore.contains(String) method has not the expected behavior,Polarsys,Capella,Transition,All,All,CLOSED,MOVED,P3,normal,scopedcapellapreferencesstorecontainsstring method has not the expected behavior,scopedcapellapreferencesstorecontainsstring method expect behavior
555456,[Transition] Store categories choice into preferences and improve the UI,Polarsys,Capella,Transition,All,All,VERIFIED,FIXED,P3,enhancement,transition store categories choice into preferences and improve the ui,transition store category choice preference improve ui
555457,"[Transition] Add ""Merge All"" button in Transition UI",Polarsys,Capella,Transition,All,All,VERIFIED,FIXED,P3,enhancement,transition add merge all button in transition ui,transition add merge button transition ui
555458,"[Transition] Improve ""Merge All""",Polarsys,Capella,Transition,All,All,RESOLVED,FIXED,P3,normal,transition improve merge all,transition improve merge
555459,Small improvements on transition UI,Polarsys,Capella,Transition,All,All,VERIFIED,FIXED,P3,enhancement,small improvements on transition ui,small improvement transition ui
555460,Export all packages from transition.topdown,Polarsys,Capella,Transition,All,All,RESOLVED,FIXED,P3,normal,export all packages from transitiontopdown,export package transitiontopdown
555461,Excessive use of Collection<Object>,Polarsys,Capella,Transition,All,All,RESOLVED,FIXED,P3,normal,excessive use of collectionobject,excessive use collectionobject
555462,Method resolveSemanticObject should be reused,Polarsys,Capella,Transition,PC,Windows 10,CLOSED,MOVED,P3,normal,method resolvesemanticobject should be reused,method resolvesemanticobject reuse
555463,SIDTraceabilityHandler raises an exception when the model element hasn't an sid attribute,Polarsys,Capella,Transition,All,All,VERIFIED,FIXED,P3,enhancement,sidtraceabilityhandler raises an exception when the model element hasnt an sid attribute,sidtraceabilityhandler raise exception model element have not sid attribute
555464,Prevent creation of unnecessary packages,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P4,normal,prevent creation of unnecessary packages,prevent creation unnecessary package
555465,Interfaces From Allocated Functions should ignore internal exchanges,Polarsys,Capella,Transition,All,All,RESOLVED,FIXED,P3,normal,interfaces from allocated functions should ignore internal exchanges,interface allocate function ignore internal exchange
555466,[Tests] Move TransitionTest.mustBe* methods to helper class,Polarsys,Capella,Transition,All,All,CLOSED,MOVED,P4,enhancement,tests move transitiontestmustbe methods to helper class,test move transitiontestmustbe method helper class
555467,Allow customisation of transition log messages,Polarsys,Capella,Transition,All,All,RESOLVED,FIXED,P3,normal,allow customisation of transition log messages,allow customisation transition log message
555468,"[Transition] With Capella 0.8 Constraints are not transitioned when they are referenced by Guards, Pre/Post condition, Exchange Context",Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P3,minor,transition with capella 08 constraints are not transitioned when they are referenced by guards prepost condition exchange context,transition capella constraint transition reference guard prepost condition exchange context
555469,[Transition] With Capella 0.8 Transition Events and related Constraints are not transitioned,Polarsys,Capella,Transition,All,All,RESOLVED,FIXED,P3,enhancement,transition with capella 08 transition events and related constraints are not transitioned,transition capella transition event relate constraint transition
555470,FS to ES transition: lifelines names are wrong!,Polarsys,Capella,Transition,PC,Windows 10,CLOSED,MOVED,P3,major,fs to es transition lifelines names are wrong,fs es transition lifeline name wrong
555471,Refinement tests fail if live rule I_37 (referential integrity) is active,Polarsys,Capella,Transition,All,All,RESOLVED,WORKSFORME,P3,normal,refinement tests fail if live rule i37 referential integrity is active,refinement test fail live rule referential integrity active
555472,Transition on Components/Actors shall not transition the part if the component is already transitioned.,Polarsys,Capella,Transition,PC,All,VERIFIED,FIXED,P3,normal,transition on componentsactors shall not transition the part if the component is already transitioned,transition componentsactor shall transition part component already transition
555473,NPE on transition from LC to PC,Polarsys,Capella,Transition,All,All,VERIFIED,FIXED,P3,major,npe on transition from lc to pc,npe transition lc pc
555474,Finalize activities are not called on cancel,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P4,normal,finalize activities are not called on cancel,finalize activity call cancel
555475,Architecture can be duplicated while transition,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P4,normal,architecture can be duplicated while transition,architecture duplicate transition
555476,Transitions locks are not released after a merge then cancel,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P4,normal,transitions locks are not released after a merge then cancel,transition lock release merge cancel
555477,Transitions for Scenarios with multiple InstanceRoles for identical represented instances,Polarsys,Capella,Transition,All,All,CLOSED,MOVED,P3,normal,transitions for scenarios with multiple instanceroles for identical represented instances,transition scenario multiple instancerole identical represent instance
555478,New Accelerator Initiate Scenario from a Functional Chain,Polarsys,Capella,Transition,PC,All,VERIFIED,FIXED,P3,normal,new accelerator initiate scenario from a functional chain,new accelerator initiate scenario functional chain
555479,Consider existing provided/required Interfaces in accelerator,Polarsys,Capella,Transition,All,All,CLOSED,MOVED,P3,enhancement,consider existing providedrequired interfaces in accelerator,consider exist providedrequire interface accelerator
555480,NPE while transitioning from diagrams,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,npe while transitioning from diagrams,npe transition diagram
555481,Add the ability to transition new Functional Chain concepts,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,add the ability to transition new functional chain concepts,add ability transition new functional chain concept
555482,The transition from Functional Chain to Functional Scenario does not work with composite chains,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P3,major,the transition from functional chain to functional scenario does not work with composite chains,transition functional chain functional scenario work composite chain
555483,Transition Actor in Activity Explorer,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,transition actor in activity explorer,transition actor activity explorer
555484,Transition of LC to PC take into account Actors since they are Components now,Polarsys,Capella,Transition,All,All,VERIFIED,FIXED,P3,normal,transition of lc to pc take into account actors since they are components now,transition lc pc take account actor since component
555485,Transition from OA to SA using libraries,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P1,major,transition from oa to sa using libraries,transition oa sa use library
555486,Transition of Communication Mean is propagated UNSET,Polarsys,Capella,Transition,All,All,VERIFIED,FIXED,P3,normal,transition of communication mean is propagated unset,transition communication mean propagate unset
555487,Transition of PL and CE are not stored to the correct location,Polarsys,Capella,Transition,PC,Windows 10,VERIFIED,FIXED,P4,normal,transition of pl and ce are not stored to the correct location,transition pl ce store correct location
555488,Elements description edition,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P2,enhancement,elements description edition,element description edition
555490,Menu Transition not visible when right click on [ES] diagram but visible in MA explorer,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,minor,menu transition not visible when right click on es diagram but visible in ma explorer,menu transition visible right click es diagram visible explorer
555491,Error popup at startup on Linux platform,Polarsys,Capella,UI,PC,Linux,RESOLVED,FIXED,P3,normal,error popup at startup on linux platform,error popup startup linux platform
555492,NPE when browsing interfaces in sequence message creation wizard,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P2,major,npe when browsing interfaces in sequence message creation wizard,npe browse interface sequence message creation wizard
555493,Capella displays parts with a wrong icon in the Project Explorer,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,capella displays parts with a wrong icon in the project explorer,capella display part wrong icon project explorer
555494,Error popup at startup on Linux platform,Polarsys,Capella,UI,PC,Linux,RESOLVED,FIXED,P3,normal,error popup at startup on linux platform,error popup startup linux platform
555496,Elements description edition,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P2,enhancement,elements description edition,element description edition
555497,Epbs part and ConfigurationItem are not synchronized in properties view,Polarsys,Capella,UI,All,All,CLOSED,MOVED,P2,major,epbs part and configurationitem are not synchronized in properties view,epbs part configurationitem synchronize property view
555498,[Semantic browser] Typo error,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,trivial,semantic browser typo error,semantic browser typo error
555499,Capella disables some Eclipse capabilities on start,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,enhancement,capella disables some eclipse capabilities on start,capella disable eclipse capability start
555500,[PERFORMANCE] Information View performance degrades with many log messages,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,enhancement,performance information view performance degrades with many log messages,performance information view performance degrade many log message
555501,Information View errors on invalid BasicDiagnostic,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,major,information view errors on invalid basicdiagnostic,information view error invalid basicdiagnostic
555502,Avoid Concurrent Transaction through ProjectExplorer on reloaded resource event,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,avoid concurrent transaction through projectexplorer on reloaded resource event,avoid concurrent transaction projectexplorer reload resource event
555503,Filter action in Capella overview,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,filter action in capella overview,filter action capella overview
555504,Semantic Browser history goes wrong,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,semantic browser history goes wrong,semantic browser history go wrong
555505,Integration of amalgam.explorer.activity into capella,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P4,normal,integration of amalgamexploreractivity into capella,integration amalgamexploreractivity capella
555506,Dead lock on refresh on ActivityExplorer,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P4,normal,dead lock on refresh on activityexplorer,dead lock refresh activityexplorer
555507,OpenSessionAction do not use the preference defined in Activity Explorer,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,opensessionaction do not use the preference defined in activity explorer,opensessionaction use preference define activity explorer
555508,[ConcurrentModificationException] An error occured when adding a lib reference or connect to remote model,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,concurrentmodificationexception an error occured when adding a lib reference or connect to remote model,concurrentmodificationexception error occur add lib reference connect remote model
555509,"In CapellaNavigatorContentProvider, getParent is not consistent with getChildren",Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,enhancement,in capellanavigatorcontentprovider getparent is not consistent with getchildren,capellanavigatorcontentprovider getparent consistent getchildren
555510,[Activity Explorer] Capella Overview page is not predicated,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,major,activity explorer capella overview page is not predicated,activity explorer capella overview page predicate
555511,Add JUnit tests for the ActivityExplorer,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,add junit tests for the activityexplorer,add junit test activityexplorer
555512,Open/Open with... menu is missing from Capella Project Explorer,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,openopen with menu is missing from capella project explorer,openopen menu miss capella project explorer
555513,"ClassCastException when selecting any element in ""Representations per category""",Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,classcastexception when selecting any element in representations per category,classcastexception select element representation per category
555514,(Regression) Running a command through Activity Explorer on a project p1 deals with the second session opened p2,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,blocker,regression running a command through activity explorer on a project p1 deals with the second session opened p2,regression run command activity explorer project deal second session open
555515,Copyright is invalid,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,minor,copyright is invalid,copyright invalid
555516,New Activity Explorer integration (1.7.0-N20160223-072152) for bug 487984 + new auto test case,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,new activity explorer integration 170n20160223072152 for bug 487984 new auto test case,new activity explorer integration bug new auto test case
555517,Semantic Browser / State Machine,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,major,semantic browser state machine,semantic browser state machine
555518,Multiselection Property Editor,Polarsys,Capella,UI,PC,Windows 10,CLOSED,MOVED,P3,enhancement,multiselection property editor,multiselection property editor
555519,"Select Diagram in Project Explorer when ""Link with Editor"" is enabled loses Project Explorer Focus",Polarsys,Capella,UI,PC,Windows 10,CLOSED,MOVED,P3,normal,select diagram in project explorer when link with editor is enabled loses project explorer focus,select diagram project explorer link editor enable lose project explorer focus
555520,"""Error while modifying model"" in Activity Explorer when clicking on ""[OAS] Create a new Operational Activity Scenario""",Polarsys,Capella,UI,All,All,VERIFIED,INVALID,P3,normal,error while modifying model in activity explorer when clicking on oas create a new operational activity scenario,error modifying model activity explorer click oas create new operational activity scenario
555521,Inconsistent naming for new Physical Components,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,trivial,inconsistent naming for new physical components,inconsistent name new physical component
555522,Distinguished Icons for Physical Component Natures Unset vs Behavior,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,distinguished icons for physical component natures unset vs behavior,distinguish icon physical component nature unset vs behavior
555523,"""Add Capella Element"" menu is not complete",Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,enhancement,add capella element menu is not complete,add capella element menu complete
555524,[REGRESSION][MARS] Migration menus are always visible,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P3,minor,regressionmars migration menus are always visible,regressionmar migration menus always visible
555525,"[Activity Explorer] Define Actor, Mission Capabilities diagram filter",Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,activity explorer define actor mission capabilities diagram filter,activity explorer define actor mission capability diagram filter
555526,Hide metadata elements,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,enhancement,hide metadata elements,hide metadata element
555527,"[REGRESSION MARS] Menu ""Show Impact Analysis"" is visible but not enabled when right-clicking on a diagram's background",Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,regression mars menu show impact analysis is visible but not enabled when rightclicking on a diagrams background,regression mar menu show impact analysis visible enable rightclicking diagram background
555528,[REGRESSION][MARS] Richtext font selection comboboxes height is too small,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P2,major,regressionmars richtext font selection comboboxes height is too small,regressionmar richtext font selection comboboxe height small
555529,"Reworking on [REGRESSION MARS] Menu ""Show Impact Analysis"" is visible but not enabled when right-clicking on a diagram's background",Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,reworking on regression mars menu show impact analysis is visible but not enabled when rightclicking on a diagrams background,rework regression mar menu show impact analysis visible enable rightclicking diagram background
555530,ClassCastException when opening Progress->Metrics... menu,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,classcastexception when opening progressmetrics menu,classcastexception open progressmetric menu
555531,Improve Exception handling at opening session,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P4,normal,improve exception handling at opening session,improve exception handle opening session
555532,[AFM] Disable .afm filter by default in Capella Project Explorer,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,minor,afm disable afm filter by default in capella project explorer,afm disable afm filter default capella project explorer
555533,intermodel.preventDependencyViolation.allowed preference should be set by default,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,intermodelpreventdependencyviolationallowed preference should be set by default,intermodelpreventdependencyviolationallowe preference set default
555534,New Project Viewpoint Selection is discarded when last page is Configuration Project Reference Page,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,new project viewpoint selection is discarded when last page is configuration project reference page,new project viewpoint selection discard last page configuration project reference page
555535,Capella Business Copy Paste is supported only XMLResource,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P4,normal,capella business copy paste is supported only xmlresource,capella business copy paste support xmlresource
555536,Capella migration menu is shown in invalid contexts,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,capella migration menu is shown in invalid contexts,capella migration menu show invalid context
555537,"""Send to Fast Linker View"" menu should not be shown when selection is empty",Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,send to fast linker view menu should not be shown when selection is empty,send fast linker view menu show selection empty
555538,Some graphical enhancements,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P4,normal,some graphical enhancements,graphical enhancement
555539,Enable Open Actions for external files,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P4,normal,enable open actions for external files,enable open action external file
555540,"Application freeze (""not responding"") launching ""Compare as models"" on aird files and trying to close ""Compare"" editor",Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,application freeze not responding launching compare as models on aird files and trying to close compare editor,application freeze respond launch compare model aird file try close compare editor
555541,Link with editor should highlight selected semantic elements in project explorer,Polarsys,Capella,UI,PC,Windows 10,CLOSED,MOVED,P3,enhancement,link with editor should highlight selected semantic elements in project explorer,link editor highlight select semantic element project explorer
555542,Undoing a multi-selection quickfix requires several Undo actions,Polarsys,Capella,UI,PC,Windows 10,CLOSED,MOVED,P3,enhancement,undoing a multiselection quickfix requires several undo actions,undo multiselection quickfix require several undo action
555543,Order of elements added to reference via properties view/transfer viewer is random,Polarsys,Capella,UI,PC,Windows 10,CLOSED,MOVED,P3,normal,order of elements added to reference via properties viewtransfer viewer is random,order element add reference via property viewtransfer viewer random
555544,AbstractTransferViewer2: Incorrect enablement state of Add and Remove buttons,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,minor,abstracttransferviewer2 incorrect enablement state of add and remove buttons,incorrect enablement state add remove button
555545,[Obfuscate Model] Running obfuscation results in unusable model,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P3,normal,obfuscate model running obfuscation results in unusable model,obfuscate model run obfuscation result unusable model
555546,Information view messages order not predictable,Polarsys,Capella,UI,PC,Windows 10,CLOSED,MOVED,P3,normal,information view messages order not predictable,information view message order predictable
555547,Link information view selection to semantic browser,Polarsys,Capella,UI,All,All,CLOSED,MOVED,P3,enhancement,link information view selection to semantic browser,link information view selection semantic browser
555548,"Remove the technical command ""Fix Custom Features""",Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,remove the technical command fix custom features,remove technical command fix custom feature
555549,Add option to clear information view before transition start,Polarsys,Capella,UI,All,All,CLOSED,MOVED,P3,enhancement,add option to clear information view before transition start,add option clear information view transition start
555550,Add show in Diagram/ProjectExplorer/SemanticBrowser actions for validation rule result,Polarsys,Capella,UI,All,All,CLOSED,MOVED,P3,enhancement,add show in diagramprojectexplorersemanticbrowser actions for validation rule result,add show diagramprojectexplorersemanticbrowser action validation rule result
555551,Semantic browser does not show interfaces for incoming ports in referencing elements view,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,minor,semantic browser does not show interfaces for incoming ports in referencing elements view,semantic browser show interface incoming port reference element view
555552,Capella/Delete preferences are empty,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,capelladelete preferences are empty,capelladelete preference empty
555553,Nebula Richtext integration in Capella,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,enhancement,nebula richtext integration in capella,nebula richtext integration capella
555554,Remove unused method MoveHelper.canMoveInto(),Polarsys,Capella,UI,All,All,CLOSED,MOVED,P3,normal,remove unused method movehelpercanmoveinto,remove unused method movehelpercanmoveinto
555556,Ability to move elements into a library,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,enhancement,ability to move elements into a library,ability move element library
555557,"Pattern, REC/RPL, Show Qualified Name, Modelling Accelerators appear in all popup menus",Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,pattern recrpl show qualified name modelling accelerators appear in all popup menus,pattern recrpl show qualified name modelling accelerator appear popup menus
555558,SelectListRenderer should dispose created colors,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,normal,selectlistrenderer should dispose created colors,selectlistrenderer dispose create color
555559,Double-clicking on an Element should not fold/unfold it's sub-element,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P4,normal,doubleclicking on an element should not foldunfold its subelement,doubleclicke element foldunfold subelement
555560,[releng] Bump to 1.2.0,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P4,normal,releng bump to 120,releng bump
555561,Double click shall not reveal/unreveal element,Polarsys,Capella,UI,PC,Windows 10,CLOSED,DUPLICATE,P4,normal,double click shall not revealunreveal element,double click shall revealunreveal element
555562,Add a message at end of migration,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,add a message at end of migration,add message end migration
555563,Try to adapt the selection to EObject in SiriusSelectionHelper,Polarsys,Capella,UI,All,All,RESOLVED,FIXED,P3,enhancement,try to adapt the selection to eobject in siriusselectionhelper,try adapt selection eobject siriusselectionhelper
555564,Move Elements View shall be moved into Incubation section,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,move elements view shall be moved into incubation section,move element view shall move incubation section
555565,Impossible to retrieve Project explorer tree when a first search has matched in regex,Polarsys,Capella,UI,PC,All,VERIFIED,FIXED,P3,normal,impossible to retrieve project explorer tree when a first search has matched in regex,impossible retrieve project explorer tree first search match regex
555566,NPE when right-click users.userprofile in Capella Explorer,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,major,npe when rightclick usersuserprofile in capella explorer,npe rightclick usersuserprofile capella explorer
555567,Project Explorer - searching by ID,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,project explorer searching by id,project explorer search i d
555568,[Flexi] Set property value only once in OptionRenderer,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,minor,flexi set property value only once in optionrenderer,flexi set property value optionrenderer
