bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,clean_description
554628,Drag and Drop of diagram doesn't work anymore,Polarsys,Capella,Diagram,PC,Windows 10,RESOLVED,FIXED,P1,blocker,drag and drop of diagram doesnt work anymore
554629,"Change icons for Actor Functions in every place (Project Explorer, Property Views, ...)",Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,change icons for actor functions in every place project explorer property views
554630,Add use of ResourceSet.getURIResourceMap,Polarsys,Capella,Diagram,All,All,RESOLVED,FIXED,P3,normal,add use of resourcesetgeturiresourcemap
554631,Reorder Tools NPE,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P4,normal,reorder tools npe
554632,Migration of Diagram Annotation does not work any more,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,minor,migration of diagram annotation does not work any more
554633,Duration are not displayed until a refresh is done on Exchange Scenario diagram.,Polarsys,Capella,Diagram,PC,All,RESOLVED,FIXED,P3,normal,duration are not displayed until a refresh is done on exchange scenario diagram
554634,Startup doesn't ask for workspace anymore,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P4,normal,startup doesnt ask for workspace anymore
554635,Check forceRefresh for ArmTimer and CancelTimer tools,Polarsys,Capella,Diagram,All,All,RESOLVED,FIXED,P3,minor,check forcerefresh for armtimer and canceltimer tools
554636,[Regression] Diagram descriptors cannot be deleted or renamed,Polarsys,Capella,Diagram,All,All,RESOLVED,FIXED,P3,normal,regression diagram descriptors cannot be deleted or renamed
554637,Computed Simplified links between parent components,Polarsys,Capella,Diagram,PC,All,RESOLVED,FIXED,P3,enhancement,computed simplified links between parent components
554638,Fix issues for computed links between parent components,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,enhancement,fix issues for computed links between parent components
554639,"[Regression] Closing session after an ""Initializing from existing diagram"" action could lead to ConcurrentModificationException",Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,normal,regression closing session after an initializing from existing diagram action could lead to concurrentmodificationexception
554640,[Regression] Exception while deleting a Diagram in capella explorer,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,regression exception while deleting a diagram in capella explorer
554641,"On old Modes and States Diagram, new MSM is not available and old menu shall be tagged DEPRECATED",Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,on old modes and states diagram new msm is not available and old menu shall be tagged deprecated
554642,"Refresh All Sub Representations does not work with ""dirty"" diagrams",Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,minor,refresh all sub representations does not work with dirty diagrams
554643,Deactivate by default Sirius diagram Auto-scale preference,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,deactivate by default sirius diagram autoscale preference
554644,Diagram's GraphicalEditPart's location is inconsistent from 1 computer to the next,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,major,diagrams graphicaleditparts location is inconsistent from 1 computer to the next
554645,The PreferencesHelper does not check the case if the input of the editor is null,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,minor,the preferenceshelper does not check the case if the input of the editor is null
554646,[OAIB] Allow drag from Capella explorer and drop in operational activity,Polarsys,Capella,Diagram,All,All,CLOSED,MOVED,P3,enhancement,oaib allow drag from capella explorer and drop in operational activity
554647,Migration to AQL,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P4,normal,migration to aql
554648,Enhance creation and display of Physical Paths,Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P3,normal,enhance creation and display of physical paths
554649,Migration to AQL - partition tests Chiffre,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition tests chiffre
554650,Migration to AQL - partition tests SimpleVariable,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition tests simplevariable
554651,Migration to AQL - partition tests OneCallOnCurrent,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition tests onecalloncurrent
554652,Migration to AQL - limitate the use of wrapper void2Null,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql limitate the use of wrapper void2null
554653,Migration to AQL - partition tests OneCallOnNotCurrent,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition tests onecallonnotcurrent
554654,Migration to AQL - partition tests OneServiceCall,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition tests oneservicecall
554655,Migration to AQL - partition tests StringConcatenation,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition tests stringconcatenation
554656,Migration to AQL - partition tests BooleanExpr,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition tests booleanexpr
554657,Migration to AQL - partition tests Other,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition tests other
554658,Migration to AQL - partition tests Quantiques,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition tests quantiques
554659,Diagram corrupted after Refresh All Sub Representations with Sirius refreshes disabled,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,major,diagram corrupted after refresh all sub representations with sirius refreshes disabled
554660,Migration to AQL - partition tests corrections,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition tests corrections
554661,Migration to AQL - partition uncovered Chiffre + OneCallOnCurrent + OneCallOnNotCurrent,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition uncovered chiffre onecalloncurrent onecallonnotcurrent
554662,Migration to AQL - partition uncovered SimpleVariable + OneServiceCall,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition uncovered simplevariable oneservicecall
554663,Migration to AQL - partition uncovered BooleanExpr,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition uncovered booleanexpr
554664,Migration to AQL - partition uncovered Other + StringConcatenation,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition uncovered other stringconcatenation
554665,Migration to AQL - doc,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql doc
554666,Replace deprecated scale preference by the new one,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P4,normal,replace deprecated scale preference by the new one
554667,Migration to AQL - partition MTL,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql partition mtl
554668,Migration to AQL - last queries (manual trads),Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,migration to aql last queries manual trads
554669,Regression of abstract/primitive class style (border and italic) after acceleo to aql migration,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,regression of abstractprimitive class style border and italic after acceleo to aql migration
554670,UID must be migrated to XMI:ID,Polarsys,Capella,Diagram,PC,Windows 10,RESOLVED,FIXED,P3,normal,uid must be migrated to xmiid
554671,Impacts of new UID implementation while transitioning diagrams,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,impacts of new uid implementation while transitioning diagrams
554672,Display Property values on diagrams,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,enhancement,display property values on diagrams
554673,Breakdown diagram refresh breaks down when the diagram contains property values,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,blocker,breakdown diagram refresh breaks down when the diagram contains property values
554674,Migration To AQL,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,FIXED,P3,enhancement,migration to aql
554675,Operational Entity Scenario Show/Hide Entities/Roles doesn't recurse into sub-role-packages,Polarsys,Capella,Diagram,All,All,CLOSED,MOVED,P3,normal,operational entity scenario showhide entitiesroles doesnt recurse into subrolepackages
554676,Ability to add multiple InstanceRoles for a single represented instance,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,enhancement,ability to add multiple instanceroles for a single represented instance
554677,Fix NPE on diagram refresh / migration,Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P2,normal,fix npe on diagram refresh migration
554678,Impossible to select a link between a note and another component,Polarsys,Capella,Diagram,PC,Windows 10,RESOLVED,FIXED,P3,normal,impossible to select a link between a note and another component
554679,Impossible to resize a provided standard port or required standard port,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,normal,impossible to resize a provided standard port or required standard port
554680,Text is not created at the mouse pointer location,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,minor,text is not created at the mouse pointer location
554681,"Impossible to select an actor function in the new ""insert Functions""",Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,normal,impossible to select an actor function in the new insert functions
554682,Functional Scenario allow creating functional exchanges between a function and its children functions,Polarsys,Capella,Diagram,All,All,CLOSED,MOVED,P3,major,functional scenario allow creating functional exchanges between a function and its children functions
554683,FunctionalChain internal arrow to a port without exchanges must not be displayed,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,major,functionalchain internal arrow to a port without exchanges must not be displayed
554684,Inserting a FE on a function moves the other FE inside the function in a xDFB,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,major,inserting a fe on a function moves the other fe inside the function in a xdfb
554685,Show port names on a diagram.,Polarsys,Capella,Diagram,PC,Windows 10,RESOLVED,INVALID,P3,enhancement,show port names on a diagram
554686,Add possibility to hide an event kind on state machine diagram.,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,enhancement,add possibility to hide an event kind on state machine diagram
554687,[xDFB] Cannot show Applied PropertyValueGroup if the group is a child of the applying function,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,xdfb cannot show applied propertyvaluegroup if the group is a child of the applying function
554688,Cannot show multiple applied PropertyValueGroups,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,cannot show multiple applied propertyvaluegroups
554689,DirectEdit for multi-InstanceRole diagrams should not change part/component name,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,directedit for multiinstancerole diagrams should not change partcomponent name
554690,Improve performances on refresh of diagrams,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P4,normal,improve performances on refresh of diagrams
554691,Improve cross referencer updates by eGetting only covered features,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P4,major,improve cross referencer updates by egetting only covered features
554692,Allow diagrams to reference model elements of interest,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,enhancement,allow diagrams to reference model elements of interest
554693,Ability to denote a package for each diagram,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,enhancement,ability to denote a package for each diagram
554694,"DiagramServices#getEdgeMapping(DiagramDescription, String) return null",Polarsys,Capella,Diagram,PC,All,CLOSED,MOVED,P3,major,diagramservicesgetedgemappingdiagramdescription string return null
554695,Insert/Remove Operational Activities (with OperationalActivitiesPackage) in OAIB fails.,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,normal,insertremove operational activities with operationalactivitiespackage in oaib fails
554696,Insert OA in an [OAIB] diagram failed,Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P3,normal,insert oa in an oaib diagram failed
554697,Function border is always in dashed and italic when the inserted parent is allocated too and has more than one child not allocated,Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P3,normal,function border is always in dashed and italic when the inserted parent is allocated too and has more than one child not allocated
554698,Impossible to Move/Reorder Lost Sequence Message in scenario diagram,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,impossible to movereorder lost sequence message in scenario diagram
554699,PropertyValues in PropertyValueGroups and unsynchronized diagrams,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,propertyvalues in propertyvaluegroups and unsynchronized diagrams
554700,Add ability to not display VSM User FixedColor in color palette,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,add ability to not display vsm user fixedcolor in color palette
554701,Provide new Diagram selection tools,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,provide new diagram selection tools
554702,"While switching to category, remove the exchange edges and hide the ports if possible",Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,while switching to category remove the exchange edges and hide the ports if possible
554703,Add preference to handle the label of Functional chain; Physical Path and Operational Process,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,add preference to handle the label of functional chain physical path and operational process
554704,Category should be highlighted when their exchanges / physical paths are part of a functional chain / physical path,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,enhancement,category should be highlighted when their exchanges physical paths are part of a functional chain physical path
554705,Copy/Paste layout does not work when there are different graphical elements representing the same semantic element,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,normal,copypaste layout does not work when there are different graphical elements representing the same semantic element
554706,Insert/remove relationships operation in Missions Capabilities diagrams fails,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,insertremove relationships operation in missions capabilities diagrams fails
554707,Exceptions when creating diagrams,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,WORKSFORME,P3,enhancement,exceptions when creating diagrams
554708,Add ability to not display VSM User FixedColor in color palette,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,normal,add ability to not display vsm user fixedcolor in color palette
554709,Copy/Paste for diagram elements does not work in Team context,Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P3,major,copypaste for diagram elements does not work in team context
554710,On a diagram cut (Ctrl+x) shall be disabled and not removing only the selected model element,Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P3,normal,on a diagram cut ctrlx shall be disabled and not removing only the selected model element
554711,Copy-Paste of DiagramElement from a diagram to a different kind of diagram is not forbidden,Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P3,normal,copypaste of diagramelement from a diagram to a different kind of diagram is not forbidden
554712,[F2] Renaming project does not rename correctly referenced images in aird,Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P3,normal,f2 renaming project does not rename correctly referenced images in aird
554713,"Internal links of Functional Chain are not hidded when  ""Hide Functional Exchanges"" filter is applied",Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P3,normal,internal links of functional chain are not hidded when hide functional exchanges filter is applied
554714,"Enhancement on CRI diagrams - add tools for inserting/adding Actor, Component, CapabilityRealization, Involvement Link",Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,enhancement on cri diagrams add tools for insertingadding actor component capabilityrealization involvement link
554715,Show/Hide tool can't remove a function with a constraint attached in Data Flow Diagrams,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,major,showhide tool cant remove a function with a constraint attached in data flow diagrams
554716,Performance improvement of diagram helpers and services,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,performance improvement of diagram helpers and services
554717,"When a part is moved to a library, it must be deleted from xAB diagrams",Polarsys,Capella,Diagram,All,All,RESOLVED,INVALID,P3,normal,when a part is moved to a library it must be deleted from xab diagrams
554718,The method CapellaDeleteExternalAction.canExecute is called 10 times for each selection,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,the method capelladeleteexternalactioncanexecute is called 10 times for each selection
554719,Performance improvement during the update of Functional Chain style,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,enhancement,performance improvement during the update of functional chain style
554720,Modify xFCD diagrams to handle Composite Chains,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,modify xfcd diagrams to handle composite chains
554721,Switch category action calculates FunctionExt.getAllExchanges twice,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,switch category action calculates functionextgetallexchanges twice
554722,Displaying edges between parents if source or target of FunctionalChainInvolvementLink is collapsed,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,displaying edges between parents if source or target of functionalchaininvolvementlink is collapsed
554723,Take into account source/targetReferenceHierarchy to display FunctionalChainInvolvementLink in FCD diagram,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,enhancement,take into account sourcetargetreferencehierarchy to display functionalchaininvolvementlink in fcd diagram
554724,Add a cache for faster category tools refreshes,Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P3,enhancement,add a cache for faster category tools refreshes
554725,"Add ""Control Node"" & ""Sequence Link"" mappings and creation tools",Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,enhancement,add control node sequence link mappings and creation tools
554726,Add the possibility to set the position of a newly created graphical node,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,enhancement,add the possibility to set the position of a newly created graphical node
554727,Accelerators for FCD,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,accelerators for fcd
554728,Use new Sirius capability to automatically launch a refresh on Collapse/Uncollapse of compartment in FCD diagram,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,enhancement,use new sirius capability to automatically launch a refresh on collapseuncollapse of compartment in fcd diagram
554729,Insert functions operation inserts same function twice on xDFB,Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P3,major,insert functions operation inserts same function twice on xdfb
554730,Update OPD diagrams with similar diagram filters available in FCD,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,update opd diagrams with similar diagram filters available in fcd
554731,Property view : Browse for Sequence Link > Functional Chain Invovement Links,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,property view browse for sequence link functional chain invovement links
554732,New filters to simplify FCD display,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,new filters to simplify fcd display
554733,XDFB diagrams are incorrectly initialized from composite functional chain contextual elements,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,xdfb diagrams are incorrectly initialized from composite functional chain contextual elements
554734,Through a Diagram using shortcut copy /paste (Ctrl+C/Ctrl+V) paste diagram graphical element twice (reopening session),Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,major,through a diagram using shortcut copy paste ctrlcctrlv paste diagram graphical element twice reopening session
554735,Display new Functional Chain concepts on XAB diagrams,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,display new functional chain concepts on xab diagrams
554736,Add Composite FC and Sequencing to OA level,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,add composite fc and sequencing to oa level
554737,Remove all OA in OAIB and Functions in XDFB diagram does not work,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,major,remove all oa in oaib and functions in xdfb diagram does not work
554738,Show in Diagram Editor does not work for Sequence Links associated to FCI Links,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,minor,show in diagram editor does not work for sequence links associated to fci links
554739,Creation of physical path should not propose wizard for starting point,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,creation of physical path should not propose wizard for starting point
554740,[Category] Fix category display bugs,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,category fix category display bugs
554741,xDFB 'Functional Chain Elements' tool cannot display functions if there is a Constraint attached,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,xdfb functional chain elements tool cannot display functions if there is a constraint attached
554742,"Menu issue using GMF right click menus (edit, copy paste ...)",Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,menu issue using gmf right click menus edit copy paste
554743,Diagram Copy Paste does not take into account the zoom level,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,diagram copy paste does not take into account the zoom level
554744,Regressions by Function border is always in dashed and italic,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,major,regressions by function border is always in dashed and italic
554745,Diagram Copy Paste does not take into account the validity of the paste location,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,critical,diagram copy paste does not take into account the validity of the paste location
554746,[PERFORMANCE]  Improve the refresh mechanism of Capella diagrams,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,performance improve the refresh mechanism of capella diagrams
554747,[PERFORMANCE] Optimize the Semantic Candidates,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,enhancement,performance optimize the semantic candidates
554748,Refactoring of id of diagram tools,Polarsys,Capella,Diagram,PC,Windows 10,RESOLVED,FIXED,P2,normal,refactoring of id of diagram tools
554749,EvaluationException in Collapse Function Ports Filter,Polarsys,Capella,Diagram,All,All,RESOLVED,FIXED,P3,normal,evaluationexception in collapse function ports filter
554750,Set description in double click wizard does not work,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,major,set description in double click wizard does not work
554751,Copy/paste in diagram and reopen session does not show the same result,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,enhancement,copypaste in diagram and reopen session does not show the same result
554752,Enabling of Mode/State mixed hierarchy affects creation of new states on Mode Machine,Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,normal,enabling of modestate mixed hierarchy affects creation of new states on mode machine
554753,problem on functionnal chain diagram using PVMT view on functionnal exchanges (CAPELLA 1.3.1),Polarsys,Capella,Diagram,PC,Windows 10,CLOSED,MOVED,P3,major,problem on functionnal chain diagram using pvmt view on functionnal exchanges capella 131
554754,Problem with Insert CE on Types in multi-part mode (reusable mode),Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,problem with insert ce on types in multipart mode reusable mode
554755,Remove the capability to create diagram CRR because refinement capa is removed from 1.4,Polarsys,Capella,Diagram,All,All,RESOLVED,FIXED,P3,normal,remove the capability to create diagram crr because refinement capa is removed from 14
554756,[Regression] Cannot create a Sequence Message in IS diagram,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,blocker,regression cannot create a sequence message in is diagram
554757,IDB cannot s/h actors inside a target component or actor,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,idb cannot sh actors inside a target component or actor
554758,[Regression] Cannot create a Sequence Message in IS diagram from/to an Actor,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,regression cannot create a sequence message in is diagram fromto an actor
554759,Insert/Remove Component/Actor does not work in multipart mode,Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,major,insertremove componentactor does not work in multipart mode
554760,"""Reuse"" tools do not work in XAB diagrams",Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,reuse tools do not work in xab diagrams
554761,Creation of the Physical Path when created on PAB owned by Root Package,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P4,normal,creation of the physical path when created on pab owned by root package
554762,Diagram Delete From Model button is active when it should not be,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,diagram delete from model button is active when it should not be
554763,CE and PL shall be stored in common ancestor (Component or ComponentPkg),Polarsys,Capella,Diagram,All,All,VERIFIED,FIXED,P3,normal,ce and pl shall be stored in common ancestor component or componentpkg
554764,"Delete the target element from ""Delete From Model"" toolbar action fails",Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P1,enhancement,delete the target element from delete from model toolbar action fails
554765,"Delete the container of the target element from ""Delete From Model"" toolbar action fails",Polarsys,Capella,Diagram,PC,All,VERIFIED,FIXED,P1,enhancement,delete the container of the target element from delete from model toolbar action fails
554766,Representation documentation is not migrated,Polarsys,Capella,Diagram,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,representation documentation is not migrated
554767,Canceling on aird selector must have a correct behavior,Polarsys,Capella,Diagram,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,canceling on aird selector must have a correct behavior
554768,Diff/Merge issue on .melodymodeller,Polarsys,Capella,Diff-Merge,All,All,RESOLVED,FIXED,P4,major,diffmerge issue on melodymodeller
554769,Integration of Diff Merge pattern 0.4.2.,Polarsys,Capella,Diff-Merge,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,integration of diff merge pattern 042
554770,Diff/Merge shows differences on transient features,Polarsys,Capella,Diff-Merge,All,All,RESOLVED,FIXED,P3,enhancement,diffmerge shows differences on transient features
554771,New version of DiffMerge and Pattern need to be integrated in Capella 1.0.0,Polarsys,Capella,Diff-Merge,All,All,RESOLVED,FIXED,P3,enhancement,new version of diffmerge and pattern need to be integrated in capella 100
554772,Merge all should Ignore semanticResources references when comparing two aird files,Polarsys,Capella,Diff-Merge,All,All,RESOLVED,FIXED,P2,major,merge all should ignore semanticresources references when comparing two aird files
554774,Diffmerge and Sirius 4.1,Polarsys,Capella,Diff-Merge,PC,Windows 10,VERIFIED,FIXED,P4,normal,diffmerge and sirius 41
554775,Add description on DiffMerge categories,Polarsys,Capella,Diff-Merge,PC,Windows 10,VERIFIED,FIXED,P3,normal,add description on diffmerge categories
554776,"Add ""merge all changes"" button to Merge Dialogs for Transitions/REC/REPL",Polarsys,Capella,Diff-Merge,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,add merge all changes button to merge dialogs for transitionsrecrepl
554777,Fix Capella contribution to contentTypes,Polarsys,Capella,Diff-Merge,All,All,RESOLVED,FIXED,P3,enhancement,fix capella contribution to contenttypes
554778,Regression on aird diffmerge,Polarsys,Capella,Diff-Merge,All,All,RESOLVED,FIXED,P3,major,regression on aird diffmerge
554779,Support advanced matching,Polarsys,Capella,Diff-Merge,All,All,RESOLVED,FIXED,P3,enhancement,support advanced matching
554780,Update Capella customization to sync with EDM 0.9.0,Polarsys,Capella,Diff-Merge,All,All,RESOLVED,FIXED,P2,blocker,update capella customization to sync with edm 090
554781,Improve labels for predefined diff/merge usages,Polarsys,Capella,Diff-Merge,All,All,RESOLVED,FIXED,P3,enhancement,improve labels for predefined diffmerge usages
554782,Add allocation/deployment links when merging a diagram,Polarsys,Capella,Diff-Merge,All,All,VERIFIED,FIXED,P3,enhancement,add allocationdeployment links when merging a diagram
554783,New matching policy to handle the UID of Sirius,Polarsys,Capella,Diff-Merge,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,new matching policy to handle the uid of sirius
554784,Support additional creation contexts for Capella scopes,Polarsys,Capella,Diff-Merge,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,support additional creation contexts for capella scopes
554785,Use actions in comparison viewer,Polarsys,Capella,Diff-Merge,PC,Windows 10,VERIFIED,FIXED,P4,normal,use actions in comparison viewer
554786,Diffmerge on a modal window lead to invalid selection on Capella Project Explorer,Polarsys,Capella,Diff-Merge,PC,Windows 10,VERIFIED,FIXED,P4,normal,diffmerge on a modal window lead to invalid selection on capella project explorer
554787,Improve label of new default diff/merge configuration,Polarsys,Capella,Diff-Merge,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,improve label of new default diffmerge configuration
554788,Last comparison parameters not taken into account,Polarsys,Capella,Diff-Merge,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,last comparison parameters not taken into account
